tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
"1190314184015273984","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏",,3141,1670,"2019-06-19","en","en","@tatendeka @ChikandaJnr @ZimMediaReview @nelsonchamisa It happens worldwide, major media outlets push the ideas they are paid for.","2019-11-01 17:06","TweetDeck","4207691189","1.1902699654773064e+18",,"False",,,"absent","absent",0,1,0,0,"[]","[]","['4207691189', '4887732045', '3000984971', '192100065']"
"1145740228981862401","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Kingdom of Saudi Arabia","I used to love my old twitter account, then everyone from work found me. This is my new account 😫Stay private, keep them guessing.....!!",,435,4717,"2013-09-13","en","ar","@rita_alsaqaf 😂😂😂😂😂😂😂 القرد","2019-07-01 17:05","Twitter for iPhone","903713675231600640","1.1454573823377818e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['903713675231600640']"
"1207607676458455040","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽Paz e harmonia: eis a verdadeira riqueza da Nação.",,937,979,"2019-09-16","en","en","@Jasminechic00 I think people just don't know about Mozambique enough, so the picture can be manipulated. I do what I think can help my country and my people, and I'm glad that at least someone hears our voices🙏","2019-12-19 10:24","Twitter Web App","734943725869256704","1.2076056128734863e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['734943725869256704']"
"1200065853435322368","1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","Khartoum","Sudanese🇸🇩|journalist✍️|father👨‍👧‍👦During tough times, telling the truth is important!",,510,759,"2019-11-13","en","en","@SimplyTome Oh that incredible #GeorgeClooney 😀2003: Filmed in Spy Kids 3 😎2019: Set up his own satellite company to trace the war criminal Omar Al-Bashir 🛰️ https://t.co/6dc87pkkJt","2019-11-28 14:56","Twitter Web App","2169017557","1.1994471666427863e+18",,"False",,,"absent","absent",0,0,1,0,"['GeorgeClooney']","[]","['2169017557']"
"1202496993387569153","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽Paz e harmonia: eis a verdadeira riqueza da Nação.",,937,979,"2019-09-16","en","en","@Jasminechic00 @vryeweekblad The major problem is that the land is rich in natural resources which can help to get money to restore the region, but I'm afraid that it is the very reason why violence occurs in Cabo Delgado.","2019-12-05 07:56","Twitter Web App","734943725869256704","1.2024865347143393e+18",,"False",,,"absent","absent",0,0,1,0,"[]","[]","['734943725869256704', '1098632855893217281']"
"1210164563636867073","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽Paz e harmonia: eis a verdadeira riqueza da Nação.",,937,979,"2019-09-16","en","en","@TheWezi We need to fix our countries a bit and then we'll be able to be strong players, and maybe partnership will become the reality.","2019-12-26 11:44","Twitter Web App","730120873","1.2101633165989478e+18",,"False",,,"absent","absent",0,0,1,0,"[]","[]","['730120873']"
"1149327689242882049","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏",,3141,1670,"2019-06-19","en","en","@azcatfan2 Depends on what pet you're walking!","2019-07-11 14:40","Twitter Web Client","846744399136538624","1.1493218248968684e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['846744399136538624']"
"1148874727206936577","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏",,3141,1670,"2019-06-19","en","und","@Zuriell6 🔝","2019-07-10 08:40","Twitter Web Client","1122337674914881536","1.148818596149248e+18",,"False",,,"absent","absent",0,0,1,0,"[]","[]","['1122337674914881536']"
"1204308623708569600","brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=","brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=","brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=",,"Your local Afrikan news junkie",,4763,4901,"2019-08-26","en","en","@Lexiboque @yes_aandrea @brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68= Hi everyone welcome to my page! I follow back!","2019-12-10 07:55","Twitter Web App","387043207","1.2042992601640264e+18",,"False",,,"absent","absent",0,0,14,0,"[]","[]","['387043207', '1202694921305673732', 'brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=']"
"1210161576562581505","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽Paz e harmonia: eis a verdadeira riqueza da Nação.",,937,979,"2019-09-16","en","en","@TheWezi That's so true! Also I'd prefer all of them leaving us be, stop interfering into our lives, so that we can move on forward as new hopeful countries.","2019-12-26 11:32","Twitter Web App","730120873","1.2101263210719355e+18",,"False",,,"absent","absent",0,1,0,0,"[]","[]","['730120873']"
"1169183161961590784","EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","Central African Republic","Radio centrafricaine LENGO SONGO","https://t.co/NtRdbhnPWf",977,329,"2019-05-25","fr","fr","@karlblague1 Certainement, mais il faut du temps et des moyens pour l'accomplir...","2019-09-04 09:39","Twitter Web App","4526468721","1.1689255258318152e+18",,"False",,,"absent","absent",0,0,1,0,"[]","[]","['4526468721']"
"1166009127446953985","hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","République centrafricaine","Je fais mon blog || je viens de #RCA 🇨🇫 || je suis fan de l'Équipe nationale de ⚽️ || Le plus important c'est la paix 🙏🏻",,1269,1156,"2019-07-03","fr","fr","@karlblague1 @EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8= Les Centrafricains veulent sûrement la paix","2019-08-26 15:26","Twitter Web App","4526468721","1.1660050850145157e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['4526468721', 'EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=']"
"1157256044227244032","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏",,3141,1670,"2019-06-19","en","en","@begottensun Do you plan to use any innovative farming methods? https://t.co/XAIiZtgsq7","2019-08-02 11:45","Twitter Web App","17474621","1.1572020179888947e+18",,"False",,,"absent","absent",0,0,3,1,"[]","[]","['17474621']"
"1202214783266775042","k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=","k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=","k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=",,"geek 🖥, memes addict, don't mind me.grammar is not my thing oopssyrian by blood, heart and mind 🇸🇾",,1548,1646,"2019-11-08","en","en","@Kimo_Jr7 @TheMDsizzles HB to you @TheMDsizzles best wishes :) enjoy this day, hope you will live a long life","2019-12-04 13:15","Twitter Web App","954436018760974337","1.202158660669051e+18",,"False",,,"absent","absent",0,0,1,0,"[]","[]","['954436018760974337', '128626597', '128626597']"
"1210160950596308992","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽Paz e harmonia: eis a verdadeira riqueza da Nação.",,937,979,"2019-09-16","en","en","@TheWezi Hope should bring us all together🙏♥️","2019-12-26 11:30","Twitter Web App","730120873","1.2101276377100698e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['730120873']"
"1147484804025372672","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan Some exclusives",,1058,1544,"2019-06-17","en","en","@BBCAfrica It should be understood that homosexuals did not choose to be or not to be homosexuals, nature decided that for them. We can not put people in jail for that.","2019-07-06 12:37","Twitter Web Client","36670025","1.14747772031991e+18",,"False",,,"absent","absent",0,1,1,0,"[]","[]","['36670025']"
"1204037320669908993","cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=","cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=","cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=",,"A Pharmacist to be 💊  21, born in Nawa  🇸🇾",,3357,3308,"2019-11-06","en","en","@theAleppoCatman He is so precious 😍","2019-12-09 13:57","Twitter Web App","784738327425589248","1.203720359243141e+18",,"False",,,"absent","absent",0,0,0,0,"[]","[]","['784738327425589248']"
