"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"1198490071219032064","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏","","3141","1670","2019-06-19","en","en","@Iam_matome Oh no, didn't have a chance to be present there. That's a real pity( 
And you? Did you visit this event?","2019-11-24 06:34","Twitter Web App","238096063","1.198473762313818e+18","","False","","","absent","absent","0","1","0","0","[]","[]","['238096063']"
"1197788485769400321","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏","","3141","1670","2019-06-19","en","en","@Kudakwa83861068 😅 Can it be for technical reasons? A special pump that needs special attention? I'm no pump-professional kkk","2019-11-22 08:06","Twitter Web App","1139136619934552066","1.1975364015139553e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['1139136619934552066']"
"1143485008168062976","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan 
Some exclusives","","1058","1544","2019-06-17","en","en","@3ozaz He is expressing his personal view, he's no official.","2019-06-25 11:44","TweetDeck","66085544","1.142876152215851e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['66085544']"
"1207318798174425089","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Paris","Si vous me demandez il est où ma maison, je vous réponds Pangui (Paris+Bangui) 🇨🇫 🇫🇷 Master Politique transnationale / Paris 8","","836","1035","2019-11-18","fr","fr","mdrrrr Si ce gars est arrêté, je vais rire beaucoup !

 #RCA #comedy","2019-12-18 15:16","Twitter Web App","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","1.207318795347513e+18","","False","","","absent","absent","0","0","0","0","['RCA', 'comedy']","[]","[]"
"1206593580862787586","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Paris","Si vous me demandez il est où ma maison, je vous réponds Pangui (Paris+Bangui) 🇨🇫 🇫🇷 Master Politique transnationale / Paris 8","","836","1035","2019-11-18","fr","fr","C'est bordel ! Il etait l'un des médias les plus respectés dans mon pays. Je ne crois pas à ce motif !","2019-12-16 15:15","Twitter Web App","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","1.2065935783755366e+18","","False","","","absent","absent","0","0","0","0","[]","[]","[]"
"1166685254901534723","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Kingdom of Saudi Arabia","I used to love my old twitter account, then everyone from work found me. This is my new account 😫
Stay private, keep them guessing.....!!","","435","4717","2013-09-13","en","ar","@mohmed_ammar انتصارات وليس انتصرات؟","2019-08-28 12:13","Twitter for iPhone","1849757587","1.166671788740358e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['1849757587']"
"1168091218208796677","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Kingdom of Saudi Arabia","I used to love my old twitter account, then everyone from work found me. This is my new account 😫
Stay private, keep them guessing.....!!","","435","4717","2013-09-13","en","und","@Moran_Moh @tareqkarman1 @MohamedBinZayed 😂😂😂","2019-09-01 09:20","Twitter for iPhone","980750090787852289","1.1679747009468744e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['980750090787852289', '781358306', '471010707']"
"1201910421021696001","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan 
Some exclusives","","1058","1544","2019-06-17","en","en","@CNNAfrica God bless their souls. The fire was so sudden.","2019-12-03 17:05","TweetDeck","56891751","1.201907979907412e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['56891751']"
"1146070158298845184","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan 
Some exclusives","","1058","1544","2019-06-17","en","en","@KavenMaitimBorb Obviously the USA, as usual, wants to play the role of Grey Eminence, manipulating everyone for its own benefit.","2019-07-02 14:56","Twitter Web Client","942775244","1.1460642311852604e+18","","False","","","absent","absent","0","0","1","0","[]","[]","['942775244']"
"1211958568058073088","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan 
Some exclusives","","1058","1544","2019-06-17","en","en","@CNNAfrica This is noble. No one should forget where he comes from!","2019-12-31 10:33","Twitter Web App","56891751","1.2112484307958907e+18","","False","","","absent","absent","0","0","0","0","[]","[]","['56891751']"
